,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,Year,HomeYear,AwayYear,LeagueYear,B365J,B365HNorm,B365DNorm,B365ANorm,Favored,Unfavored,Homepts,Awaypts,FavStreak,UnfavStreak
10,E0,22/08/06,Tottenham,Sheffield United,2,0,0.6666666666666666,0.26666666666666666,0.14285714285714285,0607,Tottenham0607,Sheffield United0607,E00607,0.07619047619047614,0.6194690265486725,0.24778761061946902,0.13274336283185842,Tottenham,Sheffield United,3,0,0,0
11,E0,22/08/06,Watford,West Ham,1,1,0.3484320557491289,0.3125,0.4166666666666667,0607,Watford0607,West Ham0607,E00607,0.07759872241579568,0.3233411923206466,0.28999663186257996,0.3866621758167733,West Ham,Watford,1,1,1,0
12,E0,23/08/06,Aston Villa,Reading,2,1,0.5263157894736842,0.3076923076923077,0.25,0607,Aston Villa0607,Reading0607,E00607,0.084008097165992,0.4855275443510737,0.2838468720821662,0.23062558356676002,Aston Villa,Reading,3,0,0,1
13,E0,23/08/06,Blackburn,Everton,1,1,0.4347826086956522,0.3225806451612903,0.3225806451612903,0607,Blackburn0607,Everton0607,E00607,0.07994389901823284,0.4025974025974026,0.2987012987012987,0.2987012987012987,Blackburn,Everton,1,1,0,1
14,E0,23/08/06,Charlton,Man United,0,3,0.13333333333333333,0.2777777777777778,0.6666666666666666,0607,Charlton0607,Man United0607,E00607,0.07777777777777772,0.12371134020618557,0.2577319587628866,0.6185567010309279,Man United,Charlton,0,3,1,0
15,E0,23/08/06,Fulham,Bolton,1,1,0.4166666666666667,0.3125,0.3484320557491289,0607,Fulham0607,Bolton0607,E00607,0.07759872241579568,0.3866621758167733,0.28999663186257996,0.3233411923206466,Fulham,Bolton,1,1,0,1
16,E0,23/08/06,Man City,Portsmouth,0,0,0.45454545454545453,0.3225806451612903,0.3225806451612903,0607,Man City0607,Portsmouth0607,E00607,0.0997067448680351,0.41333333333333333,0.29333333333333333,0.29333333333333333,Man City,Portsmouth,1,1,0,1
17,E0,23/08/06,Middlesbrough,Chelsea,2,1,0.11764705882352941,0.26666666666666666,0.6944444444444444,0607,Middlesbrough0607,Chelsea0607,E00607,0.07875816993464047,0.1090578612541654,0.24719781884277492,0.6437443199030597,Chelsea,Middlesbrough,3,0,1,0
18,E0,26/08/06,Charlton,Bolton,2,0,0.4,0.3225806451612903,0.35714285714285715,0607,Charlton0607,Bolton0607,E00607,0.0797235023041476,0.37046521553563805,0.29876227059325644,0.3307725138711054,Charlton,Bolton,3,0,0,0
19,E0,26/08/06,Fulham,Sheffield United,1,0,0.5263157894736842,0.3076923076923077,0.25,0607,Fulham0607,Sheffield United0607,E00607,0.084008097165992,0.4855275443510737,0.2838468720821662,0.23062558356676002,Fulham,Sheffield United,3,0,0,0
20,E0,26/08/06,Liverpool,West Ham,2,1,0.6944444444444444,0.25,0.13333333333333333,0607,Liverpool0607,West Ham0607,E00607,0.07777777777777772,0.6443298969072165,0.23195876288659795,0.12371134020618557,Liverpool,West Ham,3,0,0,0
21,E0,26/08/06,Man City,Arsenal,1,0,0.18181818181818182,0.2777777777777778,0.6211180124223602,0607,Man City0607,Arsenal0607,E00607,0.08071397201831987,0.16823894807117354,0.2570317262198485,0.574729325708978,Arsenal,Man City,3,0,0,0
22,E0,26/08/06,Tottenham,Everton,0,2,0.5813953488372093,0.29411764705882354,0.2,0607,Tottenham0607,Everton0607,E00607,0.07551299589603278,0.5405749173238362,0.2734673111167642,0.18595777155939966,Tottenham,Everton,0,3,1,0
23,E0,26/08/06,Watford,Man United,1,2,0.13333333333333333,0.23094688221709006,0.7142857142857143,0607,Watford0607,Man United0607,E00607,0.07856592983613764,0.12362093929073965,0.21412402879458367,0.6622550319146767,Man United,Watford,0,3,2,0
24,E0,26/08/06,Wigan,Reading,1,0,0.5263157894736842,0.3076923076923077,0.25,0607,Wigan0607,Reading0607,E00607,0.084008097165992,0.4855275443510737,0.2838468720821662,0.23062558356676002,Wigan,Reading,3,0,0,0
25,E0,27/08/06,Aston Villa,Newcastle,2,0,0.42194092827004215,0.3225806451612903,0.3333333333333333,0607,Aston Villa0607,Newcastle0607,E00607,0.07785490676466567,0.3914635686324031,0.29928021214799855,0.30925621921959845,Aston Villa,Newcastle,3,0,1,1
26,E0,27/08/06,Blackburn,Chelsea,0,2,0.15384615384615385,0.2777777777777778,0.6535947712418301,0607,Blackburn0607,Chelsea0607,E00607,0.08521870286576183,0.14176511466296038,0.2559647903636785,0.602270094973361,Chelsea,Blackburn,0,3,0,0
27,E0,28/08/06,Middlesbrough,Portsmouth,0,4,0.5,0.3125,0.26666666666666666,0607,Middlesbrough0607,Portsmouth0607,E00607,0.07916666666666661,0.46332046332046334,0.2895752895752896,0.2471042471042471,Middlesbrough,Portsmouth,0,3,1,0
28,E0,09/09/06,Arsenal,Middlesbrough,1,1,0.7518796992481203,0.23094688221709006,0.1,0607,Arsenal0607,Middlesbrough0607,E00607,0.08282658146521027,0.6943676043034755,0.21328150432416224,0.09235089137236226,Arsenal,Middlesbrough,1,1,0,0
29,E0,09/09/06,Bolton,Watford,1,0,0.6024096385542169,0.29411764705882354,0.18181818181818182,0607,Bolton0607,Watford0607,E00607,0.07834546743122228,0.558642528529605,0.2727489992232778,0.16860847224711717,Bolton,Watford,3,0,0,0
30,E0,09/09/06,Chelsea,Charlton,2,1,0.8333333333333334,0.18181818181818182,0.058823529411764705,0607,Chelsea0607,Charlton0607,E00607,0.07397504456327986,0.7759336099585062,0.16929460580912864,0.054771784232365145,Chelsea,Charlton,3,0,1,1
31,E0,09/09/06,Everton,Liverpool,3,0,0.26666666666666666,0.3125,0.5,0607,Everton0607,Liverpool0607,E00607,0.07916666666666661,0.2471042471042471,0.2895752895752896,0.46332046332046334,Liverpool,Everton,3,0,1,1
32,E0,09/09/06,Man United,Tottenham,1,0,0.6666666666666666,0.26666666666666666,0.14285714285714285,0607,Man United0607,Tottenham0607,E00607,0.07619047619047614,0.6194690265486725,0.24778761061946902,0.13274336283185842,Man United,Tottenham,3,0,3,0
33,E0,09/09/06,Newcastle,Fulham,1,2,0.5813953488372093,0.29411764705882354,0.2,0607,Newcastle0607,Fulham0607,E00607,0.07551299589603278,0.5405749173238362,0.2734673111167642,0.18595777155939966,Newcastle,Fulham,0,3,0,1
34,E0,09/09/06,Portsmouth,Wigan,1,0,0.5464480874316939,0.3076923076923077,0.2222222222222222,0607,Portsmouth0607,Wigan0607,E00607,0.07636261734622396,0.5076802915907315,0.28586305649570426,0.20645665191356416,Portsmouth,Wigan,3,0,1,1
35,E0,09/09/06,Sheffield United,Blackburn,0,0,0.38167938931297707,0.3125,0.38167938931297707,0607,Sheffield United0607,Blackburn0607,E00607,0.07585877862595414,0.3547671840354767,0.29046563192904656,0.3547671840354767,Sheffield United,Blackburn,1,1,0,0
36,E0,10/09/06,West Ham,Aston Villa,1,1,0.47619047619047616,0.3125,0.2857142857142857,0607,West Ham0607,Aston Villa0607,E00607,0.07440476190476186,0.44321329639889195,0.29085872576177285,0.2659279778393352,West Ham,Aston Villa,1,1,0,2
37,E0,11/09/06,Reading,Man City,1,0,0.4347826086956522,0.3225806451612903,0.3225806451612903,0607,Reading0607,Man City0607,E00607,0.07994389901823284,0.4025974025974026,0.2987012987012987,0.2987012987012987,Reading,Man City,3,0,0,1
38,E0,16/09/06,Bolton,Middlesbrough,0,0,0.5,0.3125,0.26666666666666666,0607,Bolton0607,Middlesbrough0607,E00607,0.07916666666666661,0.46332046332046334,0.2895752895752896,0.2471042471042471,Bolton,Middlesbrough,1,1,1,0
39,E0,16/09/06,Charlton,Portsmouth,0,1,0.4347826086956522,0.3076923076923077,0.3333333333333333,0607,Charlton0607,Portsmouth0607,E00607,0.0758082497212933,0.40414507772020725,0.2860103626943005,0.3098445595854922,Charlton,Portsmouth,0,3,0,2
40,E0,16/09/06,Everton,Wigan,2,2,0.5813953488372093,0.29411764705882354,0.2,0607,Everton0607,Wigan0607,E00607,0.07551299589603278,0.5405749173238362,0.2734673111167642,0.18595777155939966,Everton,Wigan,1,1,2,0
41,E0,16/09/06,Sheffield United,Reading,1,2,0.4,0.3225806451612903,0.35714285714285715,0607,Sheffield United0607,Reading0607,E00607,0.0797235023041476,0.37046521553563805,0.29876227059325644,0.3307725138711054,Sheffield United,Reading,0,3,0,1
42,E0,16/09/06,Watford,Aston Villa,0,0,0.36363636363636365,0.3125,0.4,0607,Watford0607,Aston Villa0607,E00607,0.07613636363636367,0.337909186906019,0.29039070749736007,0.3717001055966209,Aston Villa,Watford,1,1,0,0
43,E0,17/09/06,Blackburn,Man City,4,2,0.5,0.3125,0.26666666666666666,0607,Blackburn0607,Man City0607,E00607,0.07916666666666661,0.46332046332046334,0.2895752895752896,0.2471042471042471,Blackburn,Man City,3,0,0,0
44,E0,17/09/06,Chelsea,Liverpool,1,0,0.5464480874316939,0.3076923076923077,0.2222222222222222,0607,Chelsea0607,Liverpool0607,E00607,0.07636261734622396,0.5076802915907315,0.28586305649570426,0.20645665191356416,Chelsea,Liverpool,3,0,2,0
45,E0,17/09/06,Man United,Arsenal,0,1,0.5263157894736842,0.3076923076923077,0.25,0607,Man United0607,Arsenal0607,E00607,0.084008097165992,0.4855275443510737,0.2838468720821662,0.23062558356676002,Man United,Arsenal,0,3,4,0
46,E0,17/09/06,Tottenham,Fulham,0,0,0.6211180124223602,0.29411764705882354,0.16666666666666666,0607,Tottenham0607,Fulham0607,E00607,0.08190232614785042,0.5740980469409579,0.27185231046321834,0.1540496425958237,Tottenham,Fulham,1,1,0,2
47,E0,17/09/06,West Ham,Newcastle,0,2,0.47619047619047616,0.3125,0.2857142857142857,0607,West Ham0607,Newcastle0607,E00607,0.07440476190476186,0.44321329639889195,0.29085872576177285,0.2659279778393352,West Ham,Newcastle,0,3,0,0
48,E0,20/09/06,Liverpool,Newcastle,2,0,0.6535947712418301,0.2777777777777778,0.15384615384615385,0607,Liverpool0607,Newcastle0607,E00607,0.08521870286576183,0.602270094973361,0.2559647903636785,0.14176511466296038,Liverpool,Newcastle,3,0,0,1
49,E0,23/09/06,Arsenal,Sheffield United,3,0,0.8333333333333334,0.18181818181818182,0.058823529411764705,0607,Arsenal0607,Sheffield United0607,E00607,0.07397504456327986,0.7759336099585062,0.16929460580912864,0.054771784232365145,Arsenal,Sheffield United,3,0,1,0
50,E0,23/09/06,Aston Villa,Charlton,2,0,0.5555555555555556,0.29411764705882354,0.23094688221709006,0607,Aston Villa0607,Charlton0607,E00607,0.08062008483146932,0.5141081156586115,0.2721748847604414,0.21371699958094703,Aston Villa,Charlton,3,0,0,0
51,E0,23/09/06,Fulham,Chelsea,0,2,0.13333333333333333,0.23094688221709006,0.7142857142857143,0607,Fulham0607,Chelsea0607,E00607,0.07856592983613764,0.12362093929073965,0.21412402879458367,0.6622550319146767,Chelsea,Fulham,0,3,3,0
52,E0,23/09/06,Liverpool,Tottenham,3,0,0.6211180124223602,0.26666666666666666,0.19047619047619047,0607,Liverpool0607,Tottenham0607,E00607,0.07826086956521738,0.576036866359447,0.24731182795698925,0.17665130568356374,Liverpool,Tottenham,3,0,1,0
53,E0,23/09/06,Man City,West Ham,2,0,0.4444444444444444,0.3125,0.3225806451612903,0607,Man City0607,West Ham0607,E00607,0.07952508960573468,0.41170367296119526,0.28947914505084044,0.2988171819879643,Man City,West Ham,3,0,0,0
54,E0,23/09/06,Middlesbrough,Blackburn,0,1,0.47619047619047616,0.3225806451612903,0.2857142857142857,0607,Middlesbrough0607,Blackburn0607,E00607,0.08448540706605234,0.4390934844192634,0.29745042492917845,0.263456090651558,Middlesbrough,Blackburn,0,3,0,1
55,E0,23/09/06,Reading,Man United,1,1,0.14285714285714285,0.26666666666666666,0.6666666666666666,0607,Reading0607,Man United0607,E00607,0.07619047619047614,0.13274336283185842,0.24778761061946902,0.6194690265486725,Man United,Reading,1,1,0,2
56,E0,23/09/06,Wigan,Watford,1,1,0.5464480874316939,0.30303030303030304,0.23094688221709006,0607,Wigan0607,Watford0607,E00607,0.08042527267908706,0.5057712932581525,0.2804731717158846,0.21375553502596287,Wigan,Watford,1,1,0,0
57,E0,24/09/06,Newcastle,Everton,1,1,0.45454545454545453,0.3125,0.3076923076923077,0607,Newcastle0607,Everton0607,E00607,0.0747377622377623,0.422936152907686,0.29076860512403413,0.28629524196827977,Newcastle,Everton,1,1,0,0
58,E0,25/09/06,Portsmouth,Bolton,0,1,0.5263157894736842,0.3076923076923077,0.25,0607,Portsmouth0607,Bolton0607,E00607,0.084008097165992,0.4855275443510737,0.2838468720821662,0.23062558356676002,Portsmouth,Bolton,0,3,3,0
59,E0,30/09/06,Bolton,Liverpool,2,0,0.26666666666666666,0.3125,0.5,0607,Bolton0607,Liverpool0607,E00607,0.07916666666666661,0.2471042471042471,0.2895752895752896,0.46332046332046334,Liverpool,Bolton,3,0,2,1
60,E0,30/09/06,Charlton,Arsenal,1,2,0.15384615384615385,0.2777777777777778,0.6535947712418301,0607,Charlton0607,Arsenal0607,E00607,0.08521870286576183,0.14176511466296038,0.2559647903636785,0.602270094973361,Arsenal,Charlton,0,3,2,0
61,E0,30/09/06,Chelsea,Aston Villa,1,1,0.7692307692307692,0.2,0.11764705882352941,0607,Chelsea0607,Aston Villa0607,E00607,0.08687782805429856,0.7077435470441299,0.1840133222314738,0.10824313072439634,Chelsea,Aston Villa,1,1,4,1
62,E0,30/09/06,Everton,Man City,1,1,0.5464480874316939,0.30303030303030304,0.23094688221709006,0607,Everton0607,Man City0607,E00607,0.08042527267908706,0.5057712932581525,0.2804731717158846,0.21375553502596287,Everton,Man City,1,1,0,1
63,E0,30/09/06,Sheffield United,Middlesbrough,2,1,0.3846153846153846,0.3076923076923077,0.3846153846153846,0607,Sheffield United0607,Middlesbrough0607,E00607,0.07692307692307687,0.35714285714285715,0.28571428571428575,0.35714285714285715,Sheffield United,Middlesbrough,3,0,0,0
64,E0,01/10/06,Blackburn,Wigan,2,1,0.5263157894736842,0.3076923076923077,0.25,0607,Blackburn0607,Wigan0607,E00607,0.084008097165992,0.4855275443510737,0.2838468720821662,0.23062558356676002,Blackburn,Wigan,3,0,2,0
65,E0,01/10/06,Man United,Newcastle,2,0,0.7692307692307692,0.23094688221709006,0.07692307692307693,0607,Man United0607,Newcastle0607,E00607,0.07710072837093618,0.7141679036780472,0.21441530595414812,0.07141679036780473,Man United,Newcastle,3,0,0,0
66,E0,01/10/06,Tottenham,Portsmouth,2,1,0.5555555555555556,0.3076923076923077,0.2222222222222222,0607,Tottenham0607,Portsmouth0607,E00607,0.08547008547008561,0.5118110236220472,0.28346456692913385,0.20472440944881887,Tottenham,Portsmouth,3,0,0,0
67,E0,01/10/06,West Ham,Reading,0,1,0.5263157894736842,0.3076923076923077,0.25,0607,West Ham0607,Reading0607,E00607,0.084008097165992,0.4855275443510737,0.2838468720821662,0.23062558356676002,West Ham,Reading,0,3,0,0
68,E0,02/10/06,Watford,Fulham,3,3,0.4166666666666667,0.3125,0.3484320557491289,0607,Watford0607,Fulham0607,E00607,0.07759872241579568,0.3866621758167733,0.28999663186257996,0.3233411923206466,Watford,Fulham,1,1,0,0
69,E0,14/10/06,Arsenal,Watford,3,0,0.8620689655172414,0.15384615384615385,0.06666666666666667,0607,Arsenal0607,Watford0607,E00607,0.08258178603006194,0.7963083959490362,0.14211042143090494,0.0615811826200588,Arsenal,Watford,3,0,3,0
70,E0,14/10/06,Aston Villa,Tottenham,1,1,0.4444444444444444,0.3225806451612903,0.3125,0607,Aston Villa0607,Tottenham0607,E00607,0.07952508960573468,0.41170367296119526,0.2988171819879643,0.28947914505084044,Aston Villa,Tottenham,1,1,0,1
71,E0,14/10/06,Liverpool,Blackburn,1,1,0.6944444444444444,0.25,0.13333333333333333,0607,Liverpool0607,Blackburn0607,E00607,0.07777777777777772,0.6443298969072165,0.23195876288659795,0.12371134020618557,Liverpool,Blackburn,1,1,0,3
72,E0,14/10/06,Man City,Sheffield United,0,0,0.6024096385542169,0.2777777777777778,0.2,0607,Man City0607,Sheffield United0607,E00607,0.08018741633199467,0.5576899244020325,0.25715702069649277,0.1851530549014748,Man City,Sheffield United,1,1,0,1
73,E0,14/10/06,Middlesbrough,Everton,2,1,0.3846153846153846,0.3225806451612903,0.37037037037037035,0607,Middlesbrough0607,Everton0607,E00607,0.0775664001470453,0.3569296375266524,0.29936034115138593,0.3437100213219616,Middlesbrough,Everton,3,0,0,0
74,E0,14/10/06,Portsmouth,West Ham,2,0,0.5,0.3125,0.26666666666666666,0607,Portsmouth0607,West Ham0607,E00607,0.07916666666666661,0.46332046332046334,0.2895752895752896,0.2471042471042471,Portsmouth,West Ham,3,0,0,0
75,E0,14/10/06,Reading,Chelsea,0,1,0.13333333333333333,0.23094688221709006,0.7142857142857143,0607,Reading0607,Chelsea0607,E00607,0.07856592983613764,0.12362093929073965,0.21412402879458367,0.6622550319146767,Chelsea,Reading,0,3,0,1
76,E0,14/10/06,Wigan,Man United,1,3,0.16666666666666666,0.2631578947368421,0.6535947712418301,0607,Wigan0607,Man United0607,E00607,0.08341933264533896,0.15383394189553895,0.24289569772979833,0.6032703603746626,Man United,Wigan,0,3,1,0
77,E0,15/10/06,Newcastle,Bolton,1,2,0.4444444444444444,0.3125,0.3225806451612903,0607,Newcastle0607,Bolton0607,E00607,0.07952508960573468,0.41170367296119526,0.28947914505084044,0.2988171819879643,Newcastle,Bolton,0,3,0,2
78,E0,16/10/06,Fulham,Charlton,2,1,0.47619047619047616,0.3225806451612903,0.2777777777777778,0607,Fulham0607,Charlton0607,E00607,0.07654889912954443,0.4423305588585017,0.29964328180737215,0.25802615933412604,Fulham,Charlton,3,0,0,0
79,E0,21/10/06,Aston Villa,Fulham,1,1,0.5813953488372093,0.29411764705882354,0.2,0607,Aston Villa0607,Fulham0607,E00607,0.07551299589603278,0.5405749173238362,0.2734673111167642,0.18595777155939966,Aston Villa,Fulham,1,1,0,1
80,E0,21/10/06,Charlton,Watford,0,0,0.5263157894736842,0.3076923076923077,0.25,0607,Charlton0607,Watford0607,E00607,0.084008097165992,0.4855275443510737,0.2838468720821662,0.23062558356676002,Charlton,Watford,1,1,0,0
81,E0,21/10/06,Chelsea,Portsmouth,2,1,0.78125,0.2,0.1,0607,Chelsea0607,Portsmouth0607,E00607,0.08125000000000004,0.722543352601156,0.18497109826589594,0.09248554913294797,Chelsea,Portsmouth,3,0,1,1
82,E0,21/10/06,Everton,Sheffield United,2,0,0.6369426751592356,0.2857142857142857,0.15384615384615385,0607,Everton0607,Sheffield United0607,E00607,0.0765031147196753,0.5916775032509752,0.26540962288686604,0.14291287386215865,Everton,Sheffield United,3,0,0,0
83,E0,21/10/06,Wigan,Man City,4,0,0.4347826086956522,0.3225806451612903,0.3225806451612903,0607,Wigan0607,Man City0607,E00607,0.07994389901823284,0.4025974025974026,0.2987012987012987,0.2987012987012987,Wigan,Man City,3,0,0,0
84,E0,22/10/06,Blackburn,Bolton,0,1,0.42194092827004215,0.3225806451612903,0.36363636363636365,0607,Blackburn0607,Bolton0607,E00607,0.10815793706769616,0.3807588378480984,0.29109627280644945,0.3281448893454521,Blackburn,Bolton,0,3,0,3
85,E0,22/10/06,Man United,Liverpool,2,0,0.5263157894736842,0.3076923076923077,0.25,0607,Man United0607,Liverpool0607,E00607,0.084008097165992,0.4855275443510737,0.2838468720821662,0.23062558356676002,Man United,Liverpool,3,0,2,0
86,E0,22/10/06,Middlesbrough,Newcastle,1,0,0.4166666666666667,0.3225806451612903,0.3484320557491289,0607,Middlesbrough0607,Newcastle0607,E00607,0.08767936757708594,0.38307857911733045,0.29657696447793325,0.32034445640473624,Middlesbrough,Newcastle,3,0,1,0
87,E0,22/10/06,Reading,Arsenal,0,4,0.18181818181818182,0.2777777777777778,0.6211180124223602,0607,Reading0607,Arsenal0607,E00607,0.08071397201831987,0.16823894807117354,0.2570317262198485,0.574729325708978,Arsenal,Reading,0,3,4,0
88,E0,22/10/06,Tottenham,West Ham,1,0,0.5555555555555556,0.30303030303030304,0.2222222222222222,0607,Tottenham0607,West Ham0607,E00607,0.08080808080808088,0.514018691588785,0.2803738317757009,0.20560747663551399,Tottenham,West Ham,3,0,0,0
89,E0,28/10/06,Arsenal,Everton,1,1,0.7142857142857143,0.25,0.1111111111111111,0607,Arsenal0607,Everton0607,E00607,0.07539682539682535,0.6642066420664207,0.23247232472324725,0.1033210332103321,Arsenal,Everton,1,1,5,1
90,E0,28/10/06,Bolton,Man United,0,4,0.23094688221709006,0.30303030303030304,0.5464480874316939,0607,Bolton0607,Man United0607,E00607,0.08042527267908706,0.21375553502596287,0.2804731717158846,0.5057712932581525,Man United,Bolton,0,3,3,4
91,E0,28/10/06,Fulham,Wigan,0,1,0.47619047619047616,0.3076923076923077,0.29411764705882354,0607,Fulham0607,Wigan0607,E00607,0.07800043094160736,0.44173495902458526,0.28542874275434743,0.27283629822106736,Fulham,Wigan,0,3,0,1
92,E0,28/10/06,Liverpool,Aston Villa,3,1,0.6535947712418301,0.2777777777777778,0.15384615384615385,0607,Liverpool0607,Aston Villa0607,E00607,0.08521870286576183,0.602270094973361,0.2559647903636785,0.14176511466296038,Liverpool,Aston Villa,3,0,0,0
93,E0,28/10/06,Newcastle,Charlton,0,0,0.5555555555555556,0.30303030303030304,0.2222222222222222,0607,Newcastle0607,Charlton0607,E00607,0.08080808080808088,0.514018691588785,0.2803738317757009,0.20560747663551399,Newcastle,Charlton,1,1,0,0
94,E0,28/10/06,Portsmouth,Reading,3,1,0.5555555555555556,0.30303030303030304,0.2222222222222222,0607,Portsmouth0607,Reading0607,E00607,0.08080808080808088,0.514018691588785,0.2803738317757009,0.20560747663551399,Portsmouth,Reading,3,0,0,0
95,E0,28/10/06,Sheffield United,Chelsea,0,2,0.08333333333333333,0.2222222222222222,0.7692307692307692,0607,Sheffield United0607,Chelsea0607,E00607,0.07478632478632474,0.0775347912524851,0.20675944333996024,0.7157057654075546,Chelsea,Sheffield United,0,3,2,0
96,E0,28/10/06,Watford,Tottenham,0,0,0.2777777777777778,0.30303030303030304,0.5,0607,Watford0607,Tottenham0607,E00607,0.08080808080808088,0.2570093457943925,0.2803738317757009,0.4626168224299065,Tottenham,Watford,1,1,1,0
97,E0,29/10/06,West Ham,Blackburn,2,1,0.4,0.3125,0.36363636363636365,0607,West Ham0607,Blackburn0607,E00607,0.07613636363636367,0.3717001055966209,0.29039070749736007,0.337909186906019,West Ham,Blackburn,3,0,0,0
98,E0,30/10/06,Man City,Middlesbrough,1,0,0.42194092827004215,0.3225806451612903,0.3333333333333333,0607,Man City0607,Middlesbrough0607,E00607,0.07785490676466567,0.3914635686324031,0.29928021214799855,0.30925621921959845,Man City,Middlesbrough,3,0,0,2
99,E0,04/11/06,Bolton,Wigan,0,1,0.5263157894736842,0.3076923076923077,0.25,0607,Bolton0607,Wigan0607,E00607,0.084008097165992,0.4855275443510737,0.2838468720821662,0.23062558356676002,Bolton,Wigan,0,3,0,2
100,E0,04/11/06,Charlton,Man City,1,0,0.4347826086956522,0.3225806451612903,0.3225806451612903,0607,Charlton0607,Man City0607,E00607,0.07994389901823284,0.4025974025974026,0.2987012987012987,0.2987012987012987,Charlton,Man City,3,0,0,1
101,E0,04/11/06,Fulham,Everton,1,0,0.35714285714285715,0.3225806451612903,0.4,0607,Fulham0607,Everton0607,E00607,0.0797235023041476,0.3307725138711054,0.29876227059325644,0.37046521553563805,Everton,Fulham,3,0,0,0
102,E0,04/11/06,Liverpool,Reading,2,0,0.7518796992481203,0.2222222222222222,0.10526315789473684,0607,Liverpool0607,Reading0607,E00607,0.0793650793650793,0.6965944272445821,0.20588235294117646,0.09752321981424149,Liverpool,Reading,3,0,1,0
103,E0,04/11/06,Man United,Portsmouth,3,0,0.7692307692307692,0.2,0.1111111111111111,0607,Man United0607,Portsmouth0607,E00607,0.08034188034188028,0.7120253164556962,0.18512658227848103,0.10284810126582279,Man United,Portsmouth,3,0,4,1
104,E0,04/11/06,Newcastle,Sheffield United,0,1,0.5813953488372093,0.29411764705882354,0.2,0607,Newcastle0607,Sheffield United0607,E00607,0.07551299589603278,0.5405749173238362,0.2734673111167642,0.18595777155939966,Newcastle,Sheffield United,0,3,0,0
105,E0,04/11/06,Watford,Middlesbrough,2,0,0.3846153846153846,0.3333333333333333,0.35714285714285715,0607,Watford0607,Middlesbrough0607,E00607,0.07509157509157505,0.3577512776831346,0.3100511073253833,0.33219761499148215,Watford,Middlesbrough,3,0,0,0
106,E0,05/11/06,Aston Villa,Blackburn,2,0,0.5,0.3125,0.26666666666666666,0607,Aston Villa0607,Blackburn0607,E00607,0.07916666666666661,0.46332046332046334,0.2895752895752896,0.2471042471042471,Aston Villa,Blackburn,3,0,0,0
107,E0,05/11/06,Tottenham,Chelsea,2,1,0.2,0.29411764705882354,0.5813953488372093,0607,Tottenham0607,Chelsea0607,E00607,0.075512995896033,0.18595777155939963,0.27346731111676414,0.5405749173238361,Chelsea,Tottenham,3,0,3,0
